APMC,Commodity,year,Average Difference Raw,Average Difference Deseasonalised,district_name,state_name
amarawati,sesamum,2016,1220.272727272727,811.272727272727,amaravathi,maharashtra
mukhed,pigeon pea (tur),2015,3968.0,3968.0,nanded,maharashtra
mukhed,pigeon pea (tur),2016,3425.0,3425.0,nanded,maharashtra
chandrapur-ganjwad,carrot,2014,NO MSP,NO MSP,chandrapur,maharashtra
chandrapur-ganjwad,carrot,2015,NO MSP,NO MSP,chandrapur,maharashtra
chandrapur-ganjwad,carrot,2016,NO MSP,NO MSP,chandrapur,maharashtra
vaijapur,matki,2014,NO MSP,NO MSP,aurangabad,maharashtra
vaijapur,matki,2015,NO MSP,NO MSP,aurangabad,maharashtra
vaijapur,matki,2016,NO MSP,NO MSP,aurangabad,maharashtra
yeotmal,pigeon pea (tur),2014,121.5,-1201.5,yewatmal,maharashtra
yeotmal,pigeon pea (tur),2015,2105.545454545455,1911.0,yewatmal,maharashtra
yeotmal,pigeon pea (tur),2016,2353.636363636364,2091.818181818182,yewatmal,maharashtra
karad,flower,2014,NO MSP,NO MSP,satara,maharashtra
karad,flower,2015,NO MSP,NO MSP,satara,maharashtra
karad,flower,2016,NO MSP,NO MSP,satara,maharashtra
bhivandi,onion,2014,NO MSP,NO MSP,thane,maharashtra
bhivandi,onion,2015,NO MSP,NO MSP,thane,maharashtra
bhivandi,onion,2016,NO MSP,NO MSP,thane,maharashtra
umarkhed-danki,gram,2014,NO MSP,NO MSP,yewatmal,maharashtra
umarkhed-danki,gram,2015,NO MSP,NO MSP,yewatmal,maharashtra
umarkhed-danki,gram,2016,NO MSP,NO MSP,yewatmal,maharashtra
karad,spinach,2015,NO MSP,NO MSP,satara,maharashtra
nagpur,pineapple,2014,NO MSP,NO MSP,nagpur,maharashtra
nagpur,pineapple,2015,NO MSP,NO MSP,nagpur,maharashtra
nagpur,pineapple,2016,NO MSP,NO MSP,nagpur,maharashtra
vai,snake gourd,2015,NO MSP,NO MSP,satara,maharashtra
sillod,green gram,2014,NO MSP,NO MSP,aurangabad,maharashtra
sillod,green gram,2015,NO MSP,NO MSP,aurangabad,maharashtra
sillod,green gram,2016,NO MSP,NO MSP,aurangabad,maharashtra
satana,maize,2014,-243.0,-491.25,nasik,maharashtra
satana,maize,2015,-53.888888888888914,-72.66666666666674,nasik,maharashtra
satana,maize,2016,11.63636363636374,-29.63636363636374,nasik,maharashtra
pune-pimpri,spinach,2015,NO MSP,NO MSP,pune,maharashtra
pune-pimpri,spinach,2016,NO MSP,NO MSP,pune,maharashtra
jalgaon,papai,2014,NO MSP,NO MSP,jalgaon,maharashtra
jalgaon,papai,2015,NO MSP,NO MSP,jalgaon,maharashtra
jalgaon,papai,2016,NO MSP,NO MSP,jalgaon,maharashtra
ghatanji,soybean,2014,NO MSP,NO MSP,yewatmal,maharashtra
ghatanji,soybean,2015,NO MSP,NO MSP,yewatmal,maharashtra
ghatanji,soybean,2016,NO MSP,NO MSP,yewatmal,maharashtra
ahmednagar,mosambi,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
ahmednagar,mosambi,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
sironcha,cotton,2016,422.0,422.0,gadchiroli,maharashtra
pune-pimpri,wheat(husked),2015,370.0,370.0,pune,maharashtra
pune-pimpri,wheat(husked),2016,NO MSP,NO MSP,pune,maharashtra
pandharpur,math (bhaji),2014,NO MSP,NO MSP,solapur,maharashtra
pandharpur,math (bhaji),2015,NO MSP,NO MSP,solapur,maharashtra
nashik,coriander  ,2014,NO MSP,NO MSP,nasik,maharashtra
nashik,coriander  ,2015,NO MSP,NO MSP,nasik,maharashtra
nashik,coriander  ,2016,NO MSP,NO MSP,nasik,maharashtra
balapur,wheat(husked),2015,-163.08333333333326,-264.5,akola,maharashtra
balapur,wheat(husked),2016,NO MSP,NO MSP,akola,maharashtra
rahuri,guava,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
rahuri,guava,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
nagpur,mango(raw),2015,NO MSP,NO MSP,nagpur,maharashtra
nagpur,mango(raw),2016,NO MSP,NO MSP,nagpur,maharashtra
gevrai,wheat(husked),2014,-17.75,-380.5,beed,maharashtra
gevrai,wheat(husked),2015,-63.58333333333326,-67.83333333333326,beed,maharashtra
gevrai,wheat(husked),2016,NO MSP,NO MSP,beed,maharashtra
chopda,gram,2014,NO MSP,NO MSP,jalgaon,maharashtra
chopda,gram,2015,NO MSP,NO MSP,jalgaon,maharashtra
chopda,gram,2016,NO MSP,NO MSP,jalgaon,maharashtra
kej,maize,2014,52.0,-505.0,beed,maharashtra
kej,maize,2015,116.57142857142867,-26.0,beed,maharashtra
kej,maize,2016,84.79999999999995,-76.90000000000009,beed,maharashtra
akluj,banana,2014,NO MSP,NO MSP,solapur,maharashtra
akluj,banana,2015,NO MSP,NO MSP,solapur,maharashtra
akluj,banana,2016,NO MSP,NO MSP,solapur,maharashtra
kamthi,squash gourd,2015,NO MSP,NO MSP,nagpur,maharashtra
kamthi,squash gourd,2016,NO MSP,NO MSP,nagpur,maharashtra
karmala,maize,2014,-229.0,-229.0,solapur,maharashtra
karmala,maize,2015,-15.0,-15.0,solapur,maharashtra
karmala,maize,2016,5.555555555555657,5.555555555555657,solapur,maharashtra
paithan,wheat(husked),2014,35.0,-722.0,aurangabad,maharashtra
paithan,wheat(husked),2015,-102.44444444444434,-133.66666666666674,aurangabad,maharashtra
paithan,wheat(husked),2016,NO MSP,NO MSP,aurangabad,maharashtra
gevrai,pigeon pea (tur),2014,-101.25,-1455.5,beed,maharashtra
gevrai,pigeon pea (tur),2015,2075.181818181818,1636.727272727273,beed,maharashtra
gevrai,pigeon pea (tur),2016,1934.8000000000002,1446.8999999999996,beed,maharashtra
ahmednagar,cowpea,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
ahmednagar,cowpea,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
digras,wheat(husked),2014,-26.25,-405.0,yewatmal,maharashtra
digras,wheat(husked),2015,-21.666666666666742,-30.083333333333258,yewatmal,maharashtra
digras,wheat(husked),2016,NO MSP,NO MSP,yewatmal,maharashtra
hingoli,black gram,2014,NO MSP,NO MSP,hingoli,maharashtra
hingoli,black gram,2015,NO MSP,NO MSP,hingoli,maharashtra
hingoli,black gram,2016,NO MSP,NO MSP,hingoli,maharashtra
pachora,sunflower,2015,-591.5,-591.5,jalgaon,maharashtra
pachora,sunflower,2016,-760.5,-760.5,jalgaon,maharashtra
kille dharur,wheat(husked),2014,9.333333333333258,-153.0,beed,maharashtra
kille dharur,wheat(husked),2015,233.83333333333326,239.66666666666674,beed,maharashtra
kille dharur,wheat(husked),2016,NO MSP,NO MSP,beed,maharashtra
paithan,pigeon pea (tur),2015,991.666666666667,755.166666666667,aurangabad,maharashtra
paithan,pigeon pea (tur),2016,2596.2222222222226,2214.0,aurangabad,maharashtra
mumbai-fruit market,water melon,2016,NO MSP,NO MSP,mumbai,maharashtra
junnar-otur,bottle gourd,2015,NO MSP,NO MSP,pune,maharashtra
junnar-otur,bottle gourd,2016,NO MSP,NO MSP,pune,maharashtra
karad,green-peas,2014,NO MSP,NO MSP,satara,maharashtra
karad,green-peas,2015,NO MSP,NO MSP,satara,maharashtra
karad,green-peas,2016,NO MSP,NO MSP,satara,maharashtra
kalvan,sunflower,2014,-750.0,-1917.0,nasik,maharashtra
kalvan,sunflower,2015,-455.75,-423.0,nasik,maharashtra
kalvan,sunflower,2016,-350.0,-1484.0,nasik,maharashtra
palus,goats,2016,NO MSP,NO MSP,sangli,maharashtra
mumbai-fruit market,fig,2016,NO MSP,NO MSP,mumbai,maharashtra
nandurbar,rice(paddy-hus),2014,1006.5,504.5,nandurbar,maharashtra
nandurbar,rice(paddy-hus),2015,2350.4,2341.2,nandurbar,maharashtra
nandurbar,rice(paddy-hus),2016,1516.875,1417.25,nandurbar,maharashtra
mandhal,paddy-unhusked,2014,467.0,186.0,nagpur,maharashtra
mandhal,paddy-unhusked,2015,452.79999999999995,435.0,nagpur,maharashtra
mandhal,paddy-unhusked,2016,251.0,87.0,nagpur,maharashtra
shrirampur,wal papdi,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
shrirampur,wal papdi,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
ahmednagar,mustard,2015,457.1666666666665,140.16666666666652,ahmadnagar,maharashtra
ahmednagar,mustard,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
aurangabad,onion,2014,NO MSP,NO MSP,aurangabad,maharashtra
aurangabad,onion,2015,NO MSP,NO MSP,aurangabad,maharashtra
aurangabad,onion,2016,NO MSP,NO MSP,aurangabad,maharashtra
pune-pimpri,gram,2015,NO MSP,NO MSP,pune,maharashtra
pune-pimpri,gram,2016,NO MSP,NO MSP,pune,maharashtra
kalmeshwar,brinjal,2014,NO MSP,NO MSP,nagpur,maharashtra
kalmeshwar,brinjal,2015,NO MSP,NO MSP,nagpur,maharashtra
kalmeshwar,brinjal,2016,NO MSP,NO MSP,nagpur,maharashtra
ulhasnagar,other cereals,2015,NO MSP,NO MSP,thane,maharashtra
ulhasnagar,other cereals,2016,NO MSP,NO MSP,thane,maharashtra
mandhal,lentil,2015,NO MSP,NO MSP,nagpur,maharashtra
manchar,capsicum,2014,NO MSP,NO MSP,pune,maharashtra
manchar,capsicum,2015,NO MSP,NO MSP,pune,maharashtra
manchar,capsicum,2016,NO MSP,NO MSP,pune,maharashtra
ahmednagar,water melon,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
pandharpur,banana,2014,NO MSP,NO MSP,solapur,maharashtra
pandharpur,banana,2015,NO MSP,NO MSP,solapur,maharashtra
pandharpur,banana,2016,NO MSP,NO MSP,solapur,maharashtra
paithan,sorgum(jawar),2014,33.0,-615.5,aurangabad,maharashtra
paithan,sorgum(jawar),2015,-78.22222222222217,-56.55555555555566,aurangabad,maharashtra
paithan,sorgum(jawar),2016,37.09090909090901,-59.818181818181756,aurangabad,maharashtra
solapur,goosefoot,2015,NO MSP,NO MSP,solapur,maharashtra
solapur,goosefoot,2016,NO MSP,NO MSP,solapur,maharashtra
kurdwadi,mustard,2015,650.0,650.0,solapur,maharashtra
sangrampur,green gram,2014,NO MSP,NO MSP,buldhana,maharashtra
sangrampur,green gram,2015,NO MSP,NO MSP,buldhana,maharashtra
sangrampur,green gram,2016,NO MSP,NO MSP,buldhana,maharashtra
pune-pimpri,ladies finger,2014,NO MSP,NO MSP,pune,maharashtra
pune-pimpri,ladies finger,2015,NO MSP,NO MSP,pune,maharashtra
pune-pimpri,ladies finger,2016,NO MSP,NO MSP,pune,maharashtra
gondiya,rice(paddy-hus),2016,-360.0,-360.0,gondiya,maharashtra
biloli,soybean,2016,NO MSP,NO MSP,nanded,maharashtra
chandrapur,naspatti ,2014,NO MSP,NO MSP,chandrapur,maharashtra
chandrapur,naspatti ,2016,NO MSP,NO MSP,chandrapur,maharashtra
nilanga,sunflower,2015,-421.5,-421.5,latur,maharashtra
varud,sorgum(jawar),2014,-20.0,-20.0,amaravathi,maharashtra
varud,sorgum(jawar),2015,-44.0,-44.0,amaravathi,maharashtra
varud,sorgum(jawar),2016,-548.25,-548.25,amaravathi,maharashtra
manchar,wal bhaji,2016,NO MSP,NO MSP,pune,maharashtra
dhadgaon,bhagar/vari,2016,NO MSP,NO MSP,nandurbar,maharashtra
aurangabad,zendu,2014,NO MSP,NO MSP,aurangabad,maharashtra
aurangabad,zendu,2015,NO MSP,NO MSP,aurangabad,maharashtra
aurangabad,zendu,2016,NO MSP,NO MSP,aurangabad,maharashtra
chandrapur-ganjwad,pigen-pea (bhaji),2015,NO MSP,NO MSP,chandrapur,maharashtra
chandrapur-ganjwad,pigen-pea (bhaji),2016,NO MSP,NO MSP,chandrapur,maharashtra
chandur rly.,cotton,2014,241.5,241.5,amaravathi,maharashtra
chandur rly.,cotton,2015,262.0,262.0,amaravathi,maharashtra
chandur rly.,cotton,2016,713.0,713.0,amaravathi,maharashtra
pathardi,cotton,2014,26.0,-912.0,ahmadnagar,maharashtra
pathardi,cotton,2015,554.333333333333,531.0,ahmadnagar,maharashtra
pathardi,cotton,2016,159.33333333333348,184.66666666666652,ahmadnagar,maharashtra
majalgaon,green gram,2014,NO MSP,NO MSP,beed,maharashtra
majalgaon,green gram,2015,NO MSP,NO MSP,beed,maharashtra
majalgaon,green gram,2016,NO MSP,NO MSP,beed,maharashtra
kannad,maize,2014,-426.25,-619.75,aurangabad,maharashtra
kannad,maize,2015,-244.71428571428578,-272.7142857142858,aurangabad,maharashtra
kannad,maize,2016,-119.85714285714289,-220.8571428571429,aurangabad,maharashtra
mantha,cotton,2014,127.0,127.0,jalna,maharashtra
mantha,cotton,2015,206.66666666666652,206.66666666666652,jalna,maharashtra
mantha,cotton,2016,655.1999999999998,655.1999999999998,jalna,maharashtra
kalvan,soybean,2014,NO MSP,NO MSP,nasik,maharashtra
kalvan,soybean,2015,NO MSP,NO MSP,nasik,maharashtra
kalvan,soybean,2016,NO MSP,NO MSP,nasik,maharashtra
chandrapur-ganjwad,raddish,2014,NO MSP,NO MSP,chandrapur,maharashtra
chandrapur-ganjwad,raddish,2015,NO MSP,NO MSP,chandrapur,maharashtra
chandrapur-ganjwad,raddish,2016,NO MSP,NO MSP,chandrapur,maharashtra
mumbai-fruit market,mosambi,2016,NO MSP,NO MSP,mumbai,maharashtra
palus,tomato,2015,NO MSP,NO MSP,sangli,maharashtra
palus,tomato,2016,NO MSP,NO MSP,sangli,maharashtra
ramtek,chikoo,2016,NO MSP,NO MSP,nagpur,maharashtra
sinner,mustard,2015,-199.0,-199.0,nasik,maharashtra
sinner,mustard,2016,NO MSP,NO MSP,nasik,maharashtra
pusad,sesamum,2014,4304.0,759.0,yewatmal,maharashtra
pusad,sesamum,2015,1900.2857142857147,1981.5714285714284,yewatmal,maharashtra
pusad,sesamum,2016,1048.875,271.5,yewatmal,maharashtra
nandurbar,chillies(red),2014,NO MSP,NO MSP,nandurbar,maharashtra
nandurbar,chillies(red),2015,NO MSP,NO MSP,nandurbar,maharashtra
nandurbar,chillies(red),2016,NO MSP,NO MSP,nandurbar,maharashtra
junnar-otur,onion,2014,NO MSP,NO MSP,pune,maharashtra
junnar-otur,onion,2015,NO MSP,NO MSP,pune,maharashtra
junnar-otur,onion,2016,NO MSP,NO MSP,pune,maharashtra
darwha,cotton,2014,38.666666666666515,38.666666666666515,yewatmal,maharashtra
darwha,cotton,2015,143.5,143.5,yewatmal,maharashtra
darwha,cotton,2016,643.0,643.0,yewatmal,maharashtra
barshi,matki,2014,NO MSP,NO MSP,solapur,maharashtra
barshi,matki,2015,NO MSP,NO MSP,solapur,maharashtra
barshi,matki,2016,NO MSP,NO MSP,solapur,maharashtra
lasalgaon-niphad,onion,2014,NO MSP,NO MSP,nasik,maharashtra
lasalgaon-niphad,onion,2015,NO MSP,NO MSP,nasik,maharashtra
lasalgaon-niphad,onion,2016,NO MSP,NO MSP,nasik,maharashtra
karmala,ground nut pods (dry),2014,NO MSP,NO MSP,solapur,maharashtra
karmala,ground nut pods (dry),2016,NO MSP,NO MSP,solapur,maharashtra
satana,sunflower,2014,1286.0,1286.0,nasik,maharashtra
tasgaon,sorgum(jawar),2014,-82.5,-589.0,sangli,maharashtra
tasgaon,sorgum(jawar),2015,-98.5,-150.0,sangli,maharashtra
tasgaon,sorgum(jawar),2016,46.90909090909099,-100.72727272727275,sangli,maharashtra
kamthi,papai,2014,NO MSP,NO MSP,nagpur,maharashtra
kamthi,papai,2015,NO MSP,NO MSP,nagpur,maharashtra
kamthi,papai,2016,NO MSP,NO MSP,nagpur,maharashtra
jamkhed,black gram,2014,NO MSP,NO MSP,ahmadnagar,maharashtra
jamkhed,black gram,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
jamkhed,black gram,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
rahuri,flower,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
rahuri,flower,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
chandrapur,flower,2015,NO MSP,NO MSP,chandrapur,maharashtra
chandrapur,flower,2016,NO MSP,NO MSP,chandrapur,maharashtra
karad,ladies finger,2014,NO MSP,NO MSP,satara,maharashtra
karad,ladies finger,2015,NO MSP,NO MSP,satara,maharashtra
karad,ladies finger,2016,NO MSP,NO MSP,satara,maharashtra
sangli-phale bhajipalam,custard apple,2015,NO MSP,NO MSP,sangli,maharashtra
sangli-phale bhajipalam,custard apple,2016,NO MSP,NO MSP,sangli,maharashtra
naigaon,soybean,2014,NO MSP,NO MSP,nanded,maharashtra
naigaon,soybean,2015,NO MSP,NO MSP,nanded,maharashtra
naigaon,soybean,2016,NO MSP,NO MSP,nanded,maharashtra
yeola,onion,2014,NO MSP,NO MSP,nasik,maharashtra
yeola,onion,2015,NO MSP,NO MSP,nasik,maharashtra
yeola,onion,2016,NO MSP,NO MSP,nasik,maharashtra
biloli,green gram,2016,NO MSP,NO MSP,nanded,maharashtra
akluj,pigeon pea (tur),2015,50.0,50.0,solapur,maharashtra
akluj,pigeon pea (tur),2016,3077.0,3077.0,solapur,maharashtra
kada (ashti),gram,2015,NO MSP,NO MSP,beed,maharashtra
kada (ashti),gram,2016,NO MSP,NO MSP,beed,maharashtra
jalkot,wheat(husked),2014,-217.0,-217.0,latur,maharashtra
jalkot,wheat(husked),2016,NO MSP,NO MSP,latur,maharashtra
jalgaon jamod,ground nut pods (dry),2014,NO MSP,NO MSP,buldhana,maharashtra
jalgaon jamod,ground nut pods (dry),2015,NO MSP,NO MSP,buldhana,maharashtra
jalgaon jamod,ground nut pods (dry),2016,NO MSP,NO MSP,buldhana,maharashtra
hinganghat,wheat(husked),2015,-95.0,-95.0,wardha,maharashtra
hinganghat,wheat(husked),2016,NO MSP,NO MSP,wardha,maharashtra
mumbai,bottle gourd,2014,NO MSP,NO MSP,mumbai,maharashtra
mumbai,bottle gourd,2015,NO MSP,NO MSP,mumbai,maharashtra
mumbai,bottle gourd,2016,NO MSP,NO MSP,mumbai,maharashtra
hinganghat,pigeon pea (tur),2014,58.75,-1013.75,wardha,maharashtra
hinganghat,pigeon pea (tur),2015,1847.083333333333,1774.5,wardha,maharashtra
hinganghat,pigeon pea (tur),2016,2124.636363636364,1591.727272727273,wardha,maharashtra
chandrapur,ground nut pods (dry),2016,NO MSP,NO MSP,chandrapur,maharashtra
parshiwani,tomato,2016,NO MSP,NO MSP,nagpur,maharashtra
karad,custard apple,2014,NO MSP,NO MSP,satara,maharashtra
karad,custard apple,2015,NO MSP,NO MSP,satara,maharashtra
karad,custard apple,2016,NO MSP,NO MSP,satara,maharashtra
rahata,shepu,2014,NO MSP,NO MSP,ahmadnagar,maharashtra
rahata,shepu,2015,NO MSP,NO MSP,ahmadnagar,maharashtra
rahata,shepu,2016,NO MSP,NO MSP,ahmadnagar,maharashtra
jalgaon,mango,2015,NO MSP,NO MSP,jalgaon,maharashtra
jalgaon,mango,2016,NO MSP,NO MSP,jalgaon,maharashtra
jamkhed,sorgum(jawar),2014,252.66666666666674,-470.33333333333326,ahmadnagar,maharashtra
jamkhed,sorgum(jawar),2015,75.0,21.583333333333258,ahmadnagar,maharashtra
jamkhed,sorgum(jawar),2016,114.4545454545455,-165.0,ahmadnagar,maharashtra
shevgaon-bodhegaon,pigeon pea (tur),2014,100.0,-1477.0,ahmadnagar,maharashtra
shevgaon-bodhegaon,pigeon pea (tur),2015,1062.0,986.2857142857147,ahmadnagar,maharashtra
shevgaon-bodhegaon,pigeon pea (tur),2016,2738.7777777777774,1794.666666666667,ahmadnagar,maharashtra
pune-pimpri,green-peas,2014,NO MSP,NO MSP,pune,maharashtra
pune-pimpri,green-peas,2015,NO MSP,NO MSP,pune,maharashtra
pune-pimpri,green-peas,2016,NO MSP,NO MSP,pune,maharashtra
nilanga,sorgum(jawar),2014,-524.0,-679.3333333333334,latur,maharashtra
nilanga,sorgum(jawar),2015,-333.33333333333326,-369.16666666666674,latur,maharashtra
nilanga,sorgum(jawar),2016,-353.625,-435.75,latur,maharashtra
barshi,bajri,2014,227.33333333333326,-343.0,solapur,maharashtra
barshi,bajri,2015,169.83333333333326,150.66666666666674,solapur,maharashtra
barshi,bajri,2016,299.79999999999995,200.79999999999995,solapur,maharashtra
lonand,onion,2014,NO MSP,NO MSP,satara,maharashtra
lonand,onion,2015,NO MSP,NO MSP,satara,maharashtra
lonand,onion,2016,NO MSP,NO MSP,satara,maharashtra
mandhal,coriander (dry),2015,NO MSP,NO MSP,nagpur,maharashtra
mandhal,coriander (dry),2016,NO MSP,NO MSP,nagpur,maharashtra
kolhapur-malkapur,tomato,2016,NO MSP,NO MSP,kolhapur,maharashtra
paranda,gram,2015,NO MSP,NO MSP,osmanabad,maharashtra
yeotmal,black gram,2014,NO MSP,NO MSP,yewatmal,maharashtra
yeotmal,black gram,2015,NO MSP,NO MSP,yewatmal,maharashtra
yeotmal,black gram,2016,NO MSP,NO MSP,yewatmal,maharashtra
latur,mustard,2016,NO MSP,NO MSP,latur,maharashtra
barshi,ridge gourd,2014,NO MSP,NO MSP,solapur,maharashtra
barshi,ridge gourd,2015,NO MSP,NO MSP,solapur,maharashtra
jafrabad,cotton,2014,94.5,-1322.0,jalna,maharashtra
jafrabad,cotton,2015,-316.85714285714266,-368.7142857142858,jalna,maharashtra
jafrabad,cotton,2016,-159.5999999999999,-776.5999999999999,jalna,maharashtra
tasgaon,green gram,2016,NO MSP,NO MSP,sangli,maharashtra
raver,bajri,2014,108.33333333333326,-409.33333333333337,jalgaon,maharashtra
raver,bajri,2015,39.299999999999955,12.400000000000091,jalgaon,maharashtra
raver,bajri,2016,75.625,-113.875,jalgaon,maharashtra
lonand,gram,2014,NO MSP,NO MSP,satara,maharashtra
lonand,gram,2015,NO MSP,NO MSP,satara,maharashtra
lonand,gram,2016,NO MSP,NO MSP,satara,maharashtra
chalisgaon,lemon,2016,NO MSP,NO MSP,jalgaon,maharashtra
barshi,capsicum,2014,NO MSP,NO MSP,solapur,maharashtra
barshi,capsicum,2015,NO MSP,NO MSP,solapur,maharashtra
barshi,capsicum,2016,NO MSP,NO MSP,solapur,maharashtra
kamthi,cabbage,2014,NO MSP,NO MSP,nagpur,maharashtra
kamthi,cabbage,2015,NO MSP,NO MSP,nagpur,maharashtra
kamthi,cabbage,2016,NO MSP,NO MSP,nagpur,maharashtra
aurad shahajani,pigeon pea (tur),2015,4590.0,76.0,latur,maharashtra
aurad shahajani,pigeon pea (tur),2016,3991.2857142857138,3456.5714285714284,latur,maharashtra
khed (shel pimpalgaon),green chilli,2014,NO MSP,NO MSP,pune,maharashtra
khed (shel pimpalgaon),green chilli,2015,NO MSP,NO MSP,pune,maharashtra
khed (shel pimpalgaon),green chilli,2016,NO MSP,NO MSP,pune,maharashtra
bhiwapur,coriander (dry),2015,NO MSP,NO MSP,nagpur,maharashtra
bhiwapur,coriander (dry),2016,NO MSP,NO MSP,nagpur,maharashtra
umared,coriander (dry),2014,NO MSP,NO MSP,nagpur,maharashtra
umared,coriander (dry),2015,NO MSP,NO MSP,nagpur,maharashtra
umared,coriander (dry),2016,NO MSP,NO MSP,nagpur,maharashtra
taloda,castor seed,2015,NO MSP,NO MSP,nandurbar,maharashtra
taloda,castor seed,2016,NO MSP,NO MSP,nandurbar,maharashtra
satana,ground nut pods (dry),2015,NO MSP,NO MSP,nasik,maharashtra
satana,ground nut pods (dry),2016,NO MSP,NO MSP,nasik,maharashtra
kalyan,coriander ,2016,NO MSP,NO MSP,thane,maharashtra
pune-pimpri,parwar,2016,NO MSP,NO MSP,pune,maharashtra
dondaicha,cowpea,2016,NO MSP,NO MSP,dhule,maharashtra
sillod-bharadi,green gram,2014,NO MSP,NO MSP,aurangabad,maharashtra
sillod-bharadi,green gram,2015,NO MSP,NO MSP,aurangabad,maharashtra
sillod-bharadi,green gram,2016,NO MSP,NO MSP,aurangabad,maharashtra
navapur,ground nut pods (dry),2015,NO MSP,NO MSP,nandurbar,maharashtra
navapur,ground nut pods (dry),2016,NO MSP,NO MSP,nandurbar,maharashtra
pathari,bajri,2014,225.0,-573.0,parbhani,maharashtra
pathari,bajri,2015,22.71428571428578,-136.8571428571429,parbhani,maharashtra
pathari,bajri,2016,-135.22222222222217,-236.1111111111111,parbhani,maharashtra
nashik-devlali,chavli (pala),2016,NO MSP,NO MSP,nasik,maharashtra
tasgaon,black gram,2014,NO MSP,NO MSP,sangli,maharashtra
tasgaon,black gram,2016,NO MSP,NO MSP,sangli,maharashtra
kalmeshwar,bottle gourd,2015,NO MSP,NO MSP,nagpur,maharashtra
kalmeshwar,bottle gourd,2016,NO MSP,NO MSP,nagpur,maharashtra
shahapur,capsicum,2015,NO MSP,NO MSP,thane,maharashtra
shahapur,capsicum,2016,NO MSP,NO MSP,thane,maharashtra
kalamnuri,ground nut pods (dry),2014,NO MSP,NO MSP,hingoli,maharashtra
kalamnuri,ground nut pods (dry),2015,NO MSP,NO MSP,hingoli,maharashtra
kalamnuri,ground nut pods (dry),2016,NO MSP,NO MSP,hingoli,maharashtra
pune-pimpri,flower,2014,NO MSP,NO MSP,pune,maharashtra
